hour,temperature,demand
13,14.82,105.36
14,15.61,107.02
15,16.11,102.07
16,16.28,113.42
17,16.11,173.58
18,15.61,160.21
19,14.82,155.41
20,13.78,181.28
21,12.57,194.97
22,11.28,169.22
23,9.99,128.16
0,25.51,78.77
1,24.47,91.49
2,23.68,94.17
3,23.18,77.29
4,23.01,67.91
5,23.18,61.74
6,23.68,134.89
7,24.47,128.66
8,25.51,138.48
9,26.71,140.31
10,28.01,132.28
11,29.3,125.13
12,30.51,137.01
13,31.54,140.67
14,32.34,145.89
15,32.84,147.76
16,33.01,156.49
17,32.84,191.85
18,32.34,221.9
19,31.54,216.65
20,30.51,199.87
21,29.3,181.19
22,28.01,183.61
23,26.71,111.67
0,21.18,60.1
1,20.14,81.49
2,19.35,79.88
3,18.85,75.17
4,18.68,62.06
5,18.85,86.8
6,19.35,121.32
7,20.14,124.09
8,21.18,134.24
9,22.38,121.62
10,23.68,112.86
11,24.97,113.31
12,26.18,118.69
13,27.21,122.07
14,28.01,122.43
15,28.51,137.64
16,28.68,119.1
17,28.51,189.77
18,28.01,177.32
19,27.21,176.77
20,26.18,182.9
21,24.97,169.02
22,23.68,188.03
23,22.38,98.57
0,26.65,97.89
1,25.61,57.18
2,24.82,70.94
3,24.32,73.31
4,24.15,82.78
5,24.32,63.51
6,24.82,130.81
7,25.61,131.45
8,26.65,139.21
9,27.85,144.47
10,29.15,131.99
11,30.44,133.34
12,31.65,150.14
13,32.68,132.38
14,33.48,150.11
15,33.98,154.58
16,34.15,160.84
17,33.98,228.54
18,33.48,220.09
19,32.68,201.47
20,31.65,199.55
21,30.44,196.18
22,29.15,186.52
23,27.85,122.89
0,6.03,95.23
1,4.99,109.89
2,4.19,116.11
3,3.7,107.08
4,3.53,98.46
5,3.7,116.62
6,4.19,160.38
7,4.99,157.51
8,6.03,149.11
9,7.23,144.77
10,8.53,133.92
11,9.82,117.31
12,11.03,132.7
13,12.06,115.73
14,12.86,112.01
15,13.35,118.06
16,13.53,109.64
17,13.35,173.62
18,12.86,165.19
19,12.06,192.04
20,11.03,179.04
21,9.82,184.02
22,8.53,198.11
23,7.23,127.26
0,14.82,89.05
1,13.78,92.73
2,12.99,66.7
3,12.49,76.96
4,12.32,67.59
5,12.49,74.63
6,12.99,131.8
7,13.78,123.86
8,14.82,129.79
9,16.02,136.58
10,17.32,101.69
11,18.61,104.27
12,19.82,102.16
13,20.85,104.62
14,21.65,103.78
15,22.15,108.64
16,22.32,118.9
17,22.15,158.87
18,21.65,181.5
19,20.85,145.02
20,19.82,164.23
21,18.61,141.78
22,17.32,177.09
23,16.02,106.65
0,19.36,76.14
1,18.32,91.08
2,17.53,76.71
3,17.03,73.65
4,16.86,75.7
5,17.03,87.05
6,17.53,134.38
7,18.32,123.36
8,19.36,128.93
9,20.56,139.91
10,21.86,105.58
11,23.15,99.2
12,24.36,103.01
13,25.39,117.26
14,26.19,104.59
15,26.69,122.39
16,26.86,114.77
17,26.69,186.17
18,26.19,167.98
19,25.39,174.48
20,24.36,155.54
21,23.15,165.36
22,21.86,177.25
23,20.56,115.98
0,14.74,60.33
1,13.7,69.17
2,12.91,72.45
3,12.41,84.03
4,12.24,93.24
5,12.41,67.69
6,12.91,134.12
7,13.7,138.67
8,14.74,142.47
9,15.94,125.04
10,17.24,103.38
11,18.53,107.05
12,19.74,111.45
13,20.77,102.31
14,21.57,114.05
15,22.07,104.79
16,22.24,113.23
17,22.07,171.68
18,21.57,180.2
19,20.77,168.29
20,19.74,170.63
21,18.53,151.48
22,17.24,160.88
23,15.94,106.44
0,4.21,94.73
1,3.18,100.98
2,2.38,119.4
3,1.88,117.31
4,1.71,103.87
5,1.88,106.08
6,2.38,178.66
7,3.18,168.81
8,4.21,165.81
9,5.42,149.9
10,6.71,123.52
11,8.01,143.37
12,9.21,122.91
13,10.25,127.93
14,11.04,120.97
15,11.54,105.2
16,11.71,117.73
17,11.54,167.45
18,11.04,164.54
19,10.25,165.58
20,9.21,170.12
21,8.01,202.28
22,6.71,184.41
23,5.42,136.19
0,7.89,98.69
1,6.85,89.89
2,6.06,109.97
3,5.56,99.32
4,5.39,97.55
5,5.56,92.92
6,6.06,159.0
7,6.85,148.52
8,7.89,155.3
9,9.1,145.93
10,10.39,119.89
11,11.68,111.36
12,12.89,111.15
13,13.93,104.11
14,14.72,94.84
15,15.22,104.75
16,15.39,105.56
17,15.22,166.29
18,14.72,159.84
19,13.93,153.64
20,12.89,168.79
21,11.68,176.14
22,10.39,201.86
23,9.1,124.01
0,14.59,85.58
1,13.56,80.95
2,12.76,64.34
3,12.26,95.63
4,12.09,88.43
5,12.26,79.41
6,12.76,134.39
7,13.56,139.04
8,14.59,129.74
9,15.8,124.64
10,17.09,102.58
11,18.39,114.89
12,19.59,97.69
13,20.63,113.61
14,21.42,110.57
15,21.92,108.15
16,22.09,106.67
17,21.92,161.09
18,21.42,151.74
19,20.63,174.92
20,19.59,166.28
21,18.39,145.44
22,17.09,151.43
23,15.8,119.23
0,27.34,99.67
1,26.3,92.52
2,25.51,84.92
3,25.01,65.38
4,24.84,60.79
5,25.01,58.62
6,25.51,150.36
7,26.3,149.69
8,27.34,137.67
9,28.54,143.78
10,29.84,135.65
11,31.13,145.5
12,32.34,145.02
13,33.37,154.24
14,34.17,154.71
15,34.67,159.21
16,34.84,156.63
17,34.67,222.38
18,34.17,219.25
19,33.37,217.36
20,32.34,191.42
21,31.13,188.89
22,29.84,199.85
23,28.54,120.15
0,15.87,83.26
1,14.84,68.27
2,14.04,80.32
3,13.54,90.39
4,13.37,68.54
5,13.54,89.45
6,14.04,122.96
7,14.84,130.8
8,15.87,130.4
9,17.08,133.68
10,18.37,98.67
11,19.67,117.23
12,20.87,113.82
13,21.91,113.61
14,22.7,113.04
15,23.2,95.52
16,23.37,105.74
17,23.2,159.08
18,22.7,159.63
19,21.91,166.08
20,20.87,164.98
21,19.67,171.82
22,18.37,177.99
23,17.08,102.87
0,17.03,71.84
1,15.99,67.31
2,15.2,63.85
3,14.7,67.23
4,14.53,77.93
5,14.7,63.82
6,15.2,117.51
7,15.99,124.77
8,17.03,122.99
9,18.23,126.69
10,19.53,109.96
11,20.82,106.71
12,22.03,108.68
13,23.06,106.51
14,23.86,114.08
15,24.36,107.95
16,24.53,102.27
17,24.36,158.18
18,23.86,159.31
19,23.06,164.7
20,22.03,169.89
21,20.82,165.91
22,19.53,183.45
23,18.23,107.45
0,30.87,92.58
1,29.84,118.94
2,29.04,99.92
3,28.54,96.32
4,28.37,95.39
5,28.54,109.52
6,29.04,163.97
7,29.84,154.18
8,30.87,165.34
9,32.08,164.82
10,33.37,159.46
11,34.67,168.53
12,35.87,159.93
13,36.91,175.08
14,37.7,178.55
15,38.2,178.07
16,38.37,184.53
17,38.2,247.75
18,37.7,243.02
19,36.91,215.11
20,35.87,225.56
21,34.67,213.6
22,33.37,215.07
23,32.08,153.13
0,20.65,83.22
1,19.62,47.6
2,18.82,78.96
3,18.32,83.6
4,18.15,87.23
5,18.32,66.61
6,18.82,127.48
7,19.62,124.44
8,20.65,126.61
9,21.86,130.53
10,23.15,98.1
11,24.45,109.33
12,25.65,113.5
13,26.69,123.67
14,27.48,125.13
15,27.98,119.05
16,28.15,129.95
17,27.98,179.54
18,27.48,154.94
19,26.69,176.23
20,25.65,173.85
21,24.45,167.28
22,23.15,165.57
23,21.86,102.04
0,22.56,87.86
1,21.52,83.47
2,20.73,89.68
3,20.23,68.31
4,20.06,74.4
5,20.23,76.3
6,20.73,121.57
7,21.52,123.62
8,22.56,127.78
9,23.76,132.57
10,25.06,105.78
11,26.35,111.0
12,27.56,118.38
13,28.59,135.37
14,29.39,126.62
15,29.89,125.03
16,30.06,126.53
17,29.89,207.16
18,29.39,197.48
19,28.59,173.95
20,27.56,178.62
21,26.35,162.19
22,25.06,168.51
23,23.76,98.91
0,29.13,88.78
1,28.1,74.59
2,27.3,92.14
3,26.8,82.08
4,26.63,67.32
5,26.8,108.26
6,27.3,129.79
7,28.1,165.26
8,29.13,141.22
9,30.34,161.04
10,31.63,132.26
11,32.93,158.34
12,34.13,153.44
13,35.17,160.8
14,35.96,165.29
15,36.46,164.67
16,36.63,186.13
17,36.46,223.45
18,35.96,224.02
19,35.17,211.56
20,34.13,220.57
21,32.93,197.08
22,31.63,195.08
23,30.34,141.61
0,32.05,128.61
1,31.01,113.01
2,30.22,108.2
3,29.72,101.04
4,29.55,109.72
5,29.72,90.47
6,30.22,172.23
7,31.01,162.27
8,32.05,158.67
9,33.25,180.59
10,34.55,147.6
11,35.84,173.11
12,37.05,169.11
13,38.08,179.36
14,38.88,187.98
15,39.38,180.45
16,39.55,181.19
17,39.38,244.23
18,38.88,222.66
19,38.08,228.03
20,37.05,227.46
21,35.84,227.76
22,34.55,210.81
23,33.25,145.78
0,15.9,67.33
1,14.87,83.25
2,14.07,67.48
3,13.57,88.13
4,13.4,72.0
5,13.57,63.01
6,14.07,130.21
7,14.87,127.43
8,15.9,118.85
9,17.11,123.31
10,18.4,99.55
11,19.69,104.5
12,20.9,105.87
13,21.94,96.65
14,22.73,95.21
15,23.23,116.76
16,23.4,112.28
17,23.23,147.15
18,22.73,157.83
19,21.94,165.88
20,20.9,169.19
21,19.69,155.3
22,18.4,167.95
23,17.11,104.38
0,13.7,77.65
1,12.67,90.46
2,11.87,79.59
3,11.37,88.29
4,11.2,85.55
5,11.37,86.47
6,11.87,131.26
7,12.67,120.57
8,13.7,139.99
9,14.91,131.82
10,16.2,110.94
11,17.5,100.59
12,18.7,111.77
13,19.74,102.65
14,20.53,115.71
15,21.03,106.63
16,21.2,108.27
17,21.03,175.94
18,20.53,185.77
19,19.74,160.57
20,18.7,157.69
21,17.5,155.24
22,16.2,177.99
23,14.91,101.15
0,18.93,77.47
1,17.89,62.57
2,17.1,72.94
3,16.6,81.04
4,16.43,78.18
5,16.6,63.22
6,17.1,124.51
7,17.89,136.54
8,18.93,126.85
9,20.13,131.44
10,21.43,122.86
11,22.72,102.1
12,23.93,102.76
13,24.96,106.53
14,25.76,115.12
15,26.26,120.85
16,26.43,109.57
17,26.26,192.79
18,25.76,181.23
19,24.96,164.38
20,23.93,155.91
21,22.72,165.42
22,21.43,182.57
23,20.13,111.98
0,2.54,110.95
1,1.5,114.98
2,0.71,120.81
3,0.21,110.34
4,0.04,132.77
5,0.21,109.43
6,0.71,177.69
7,1.5,174.69
8,2.54,181.23
9,3.74,151.44
10,5.04,133.69
11,6.33,127.55
12,7.54,124.0
13,8.57,127.14
14,9.37,129.32
15,9.87,125.78
16,10.04,122.45
17,9.87,175.58
18,9.37,198.51
19,8.57,196.94
20,7.54,186.84
21,6.33,192.66
22,5.04,196.39
23,3.74,139.25
0,21.2,61.47
1,20.16,67.91
2,19.37,69.53
3,18.87,78.11
4,18.7,72.36
5,18.87,72.64
6,19.37,124.39
7,20.16,138.71
8,21.2,132.93
9,22.41,143.11
10,23.7,107.05
11,24.99,110.34
12,26.2,116.27
13,27.23,115.97
14,28.03,135.65
15,28.53,124.37
16,28.7,142.42
17,28.53,200.68
18,28.03,200.75
19,27.23,179.78
20,26.2,163.21
21,24.99,163.48
22,23.7,157.48
23,22.41,111.57
0,30.58,119.57
1,29.54,91.46
2,28.75,82.26
3,28.25,86.03
4,28.08,85.61
5,28.25,95.6
6,28.75,156.96
7,29.54,148.07
8,30.58,160.96
9,31.79,168.2
10,33.08,157.59
11,34.37,161.21
12,35.58,160.61
13,36.62,164.33
14,37.41,181.57
15,37.91,181.13
16,38.08,172.13
17,37.91,240.27
18,37.41,218.7
19,36.62,233.1
20,35.58,228.84
21,34.37,207.0
22,33.08,216.71
23,31.79,134.88
0,15.26,63.19
1,14.23,93.19
2,13.43,93.77
3,12.93,62.68
4,12.76,83.22
5,12.93,91.31
6,13.43,126.24
7,14.23,135.44
8,15.26,125.06
9,16.47,130.66
10,17.76,105.16
11,19.05,107.88
12,20.26,96.14
13,21.3,113.13
14,22.09,107.0
15,22.59,114.34
16,22.76,112.89
17,22.59,154.35
18,22.09,175.66
19,21.3,154.83
20,20.26,147.55
21,19.05,151.49
22,17.76,169.39
23,16.47,103.52
0,9.19,78.32
1,8.16,82.84
2,7.36,99.11
3,6.86,99.4
4,6.69,104.25
5,6.86,94.9
6,7.36,159.24
7,8.16,153.93
8,9.19,137.42
9,10.4,131.33
10,11.69,122.29
11,12.99,109.07
12,14.19,117.62
13,15.23,107.0
14,16.02,106.29
15,16.52,108.57
16,16.69,109.1
17,16.52,159.95
18,16.02,155.82
19,15.23,168.33
20,14.19,147.73
21,12.99,167.61
22,11.69,165.37
23,10.4,112.84
0,8.44,72.57
1,7.41,117.08
2,6.61,84.65
3,6.11,80.06
4,5.94,112.79
5,6.11,107.83
6,6.61,166.13
7,7.41,137.61
8,8.44,151.55
9,9.65,144.5
10,10.94,111.22
11,12.24,117.0
12,13.44,103.99
13,14.48,107.56
14,15.27,109.71
15,15.77,98.31
16,15.94,102.09
17,15.77,176.21
18,15.27,163.69
19,14.48,171.28
20,13.44,153.71
21,12.24,179.47
22,10.94,193.69
23,9.65,104.95
0,2.57,100.85
1,1.53,105.61
2,0.74,121.77
3,0.24,114.28
4,0.07,104.15
5,0.24,131.42
6,0.74,169.69
7,1.53,170.68
8,2.57,172.92
9,3.78,162.37
10,5.07,143.87
11,6.36,132.7
12,7.57,119.73
13,8.61,126.9
14,9.4,126.94
15,9.9,131.09
16,10.07,112.74
17,9.9,192.81
18,9.4,187.53
19,8.61,176.16
20,7.57,171.63
21,6.36,183.48
22,5.07,191.83
23,3.78,138.22
0,3.48,101.96
1,2.45,126.94
2,1.65,119.58
3,1.15,127.32
4,0.98,111.38
5,1.15,103.02
6,1.65,172.16
7,2.45,170.04
8,3.48,172.65
9,4.69,160.44
10,5.98,127.54
11,7.28,125.52
12,8.48,127.1
13,9.52,117.53
14,10.31,121.78
15,10.81,127.83
16,10.98,127.08
17,10.81,166.82
18,10.31,195.23
19,9.52,169.15
20,8.48,189.1
21,7.28,199.43
22,5.98,190.71
23,4.69,148.44
0,26.54,78.33
1,25.51,80.5
2,24.71,73.79
3,24.21,71.16
4,24.04,77.05
5,24.21,82.39
6,24.71,125.43
7,25.51,127.48
8,26.54,143.3
9,27.75,148.69
10,29.04,121.97
11,30.33,142.92
12,31.54,144.21
13,32.58,153.08
14,33.37,163.46
15,33.87,153.07
16,34.04,143.19
17,33.87,211.08
18,33.37,203.25
19,32.58,206.15
20,31.54,203.99
21,30.33,201.04
22,29.04,188.55
23,27.75,108.3
0,6.76,92.72
1,5.72,104.27
2,4.93,129.24
3,4.43,114.08
4,4.26,106.92
5,4.43,102.58
6,4.93,160.21
7,5.72,159.93
8,6.76,159.57
9,7.96,155.06
10,9.26,126.99
11,10.55,126.2
12,11.76,117.36
13,12.79,111.95
14,13.59,104.2
15,14.08,114.05
16,14.26,110.17
17,14.08,167.47
18,13.59,190.78
19,12.79,153.37
20,11.76,171.85
21,10.55,174.65
22,9.26,175.67
23,7.96,133.51
0,31.03,96.28
1,29.99,95.94
2,29.2,97.17
3,28.7,84.13
4,28.53,104.94
5,28.7,104.25
6,29.2,157.55
7,29.99,164.38
8,31.03,152.55
9,32.23,154.22
10,33.53,153.03
11,34.82,158.93
12,36.03,166.1
13,37.06,176.29
14,37.86,168.28
15,38.36,181.52
16,38.53,181.53
17,38.36,228.39
18,37.86,237.54
19,37.06,244.23
20,36.03,217.01
21,34.82,212.26
22,33.53,200.5
23,32.23,153.43
0,4.48,100.59
1,3.44,105.3
2,2.65,114.16
3,2.15,98.46
4,1.98,106.6
5,2.15,119.67
6,2.65,147.02
7,3.44,169.77
8,4.48,157.15
9,5.68,157.45
10,6.98,135.72
11,8.27,132.22
12,9.48,123.15
13,10.51,116.36
14,11.31,121.16
15,11.81,117.3
16,11.98,119.63
17,11.81,185.52
18,11.31,182.32
19,10.51,179.88
20,9.48,158.58
21,8.27,185.66
22,6.98,184.55
23,5.68,140.8
0,30.14,122.97
1,29.11,88.86
2,28.31,114.0
3,27.81,80.5
4,27.64,73.93
5,27.81,100.95
6,28.31,148.34
7,29.11,142.46
8,30.14,168.53
9,31.35,165.84
10,32.64,146.64
11,33.94,153.82
12,35.14,168.59
13,36.18,174.34
14,36.97,176.87
15,37.47,169.51
16,37.64,180.09
17,37.47,239.43
18,36.97,231.76
19,36.18,236.85
20,35.14,209.65
21,33.94,206.6
22,32.64,198.54
23,31.35,134.47
0,20.65,75.57
1,19.62,80.37
2,18.82,80.22
3,18.32,80.81
4,18.15,62.61
5,18.32,84.28
6,18.82,130.83
7,19.62,131.18
8,20.65,143.15
9,21.86,127.56
10,23.15,99.17
11,24.45,106.33
12,25.65,109.44
13,26.69,117.41
14,27.48,131.82
15,27.98,119.86
16,28.15,129.57
17,27.98,170.2
18,27.48,182.32
19,26.69,169.91
20,25.65,158.79
21,24.45,154.98
22,23.15,172.55
23,21.86,104.28
0,18.01,90.06
1,16.98,77.25
2,16.18,62.31
3,15.68,66.02
4,15.51,73.1
5,15.68,71.76
6,16.18,115.71
7,16.98,139.0
8,18.01,127.98
9,19.22,127.27
10,20.51,103.32
11,21.81,110.03
12,23.01,104.75
13,24.05,113.66
14,24.84,110.59
15,25.34,110.63
16,25.51,103.71
17,25.34,150.87
18,24.84,145.35
19,24.05,164.42
20,23.01,176.15
21,21.81,143.76
22,20.51,153.31
23,19.22,118.69
0,7.0,97.04
1,5.96,83.73
2,5.17,89.88
3,4.67,118.82
4,4.5,99.39
5,4.67,106.94
6,5.17,149.21
7,5.96,139.58
8,7.0,148.93
9,8.2,141.57
10,9.5,120.11
11,10.79,121.34
12,12.0,120.78
13,13.03,113.06
14,13.83,117.2
15,14.33,103.72
16,14.5,113.49
17,14.33,161.32
18,13.83,181.0
19,13.03,182.44
20,12.0,186.85
21,10.79,170.29
22,9.5,173.12
23,8.2,114.32
0,28.7,102.69
1,27.66,90.92
2,26.87,103.64
3,26.37,74.15
4,26.2,78.74
5,26.37,89.08
6,26.87,136.55
7,27.66,138.1
8,28.7,159.98
9,29.9,151.09
10,31.2,130.05
11,32.49,141.94
12,33.7,164.79
13,34.73,150.02
14,35.53,165.66
15,36.03,165.76
16,36.2,176.35
17,36.03,225.87
18,35.53,221.42
19,34.73,216.37
20,33.7,209.32
21,32.49,201.51
22,31.2,192.07
23,29.9,135.72
0,21.55,87.49
1,20.52,81.91
2,19.72,72.09
3,19.23,84.62
4,19.05,75.24
5,19.23,85.14
6,19.72,130.77
7,20.52,138.58
8,21.55,129.15
9,22.76,114.11
10,24.05,114.99
11,25.35,104.61
12,26.55,112.29
13,27.59,124.13
14,28.38,128.29
15,28.88,136.72
16,29.05,131.94
17,28.88,192.81
18,28.38,195.59
19,27.59,177.08
20,26.55,162.78
21,25.35,155.99
22,24.05,176.85
23,22.76,100.12
0,12.84,72.81
1,11.8,92.32
2,11.01,68.92
3,10.51,87.77
4,10.34,107.2
5,10.51,99.69
6,11.01,136.27
7,11.8,143.43
8,12.84,126.73
9,14.04,135.36
10,15.34,118.08
11,16.63,109.77
12,17.84,91.23
13,18.87,104.47
14,19.67,108.11
15,20.16,107.89
16,20.34,119.67
17,20.16,150.66
18,19.67,171.56
19,18.87,156.4
20,17.84,165.11
21,16.63,154.48
22,15.34,166.73
23,14.04,111.85
0,16.21,84.04
1,15.18,74.61
2,14.38,71.43
3,13.88,68.31
4,13.71,78.37
5,13.88,67.35
6,14.38,118.68
7,15.18,129.4
8,16.21,135.89
9,17.42,112.44
10,18.71,101.46
11,20.0,111.19
12,21.21,115.43
13,22.25,107.83
14,23.04,107.84
15,23.54,108.56
16,23.71,114.17
17,23.54,150.79
18,23.04,147.48
19,22.25,169.18
20,21.21,163.59
21,20.0,170.49
22,18.71,151.5
23,17.42,105.3
0,9.19,92.43
1,8.15,84.2
2,7.36,95.49
3,6.86,115.5
4,6.69,115.27
5,6.86,107.29
6,7.36,153.89
7,8.15,142.02
8,9.19,147.63
9,10.39,143.64
10,11.69,117.7
11,12.98,120.51
12,14.19,118.5
13,15.22,114.53
14,16.02,112.91
15,16.52,99.27
16,16.69,107.87
17,16.52,165.45
18,16.02,149.71
19,15.22,150.79
20,14.19,173.23
21,12.98,159.49
22,11.69,185.75
23,10.39,114.22
0,20.22,69.98
1,19.19,52.08
2,18.39,69.54
3,17.89,63.2
4,17.72,64.86
5,17.89,61.7
6,18.39,122.97
7,19.19,129.26
8,20.22,122.2
9,21.43,133.39
10,22.72,110.71
11,24.02,104.89
12,25.22,104.56
13,26.26,107.32
14,27.05,122.6
15,27.55,115.35
16,27.72,133.25
17,27.55,170.59
18,27.05,163.43
19,26.26,180.72
20,25.22,165.74
21,24.02,155.23
22,22.72,156.21
23,21.43,102.38
0,6.72,96.18
1,5.68,85.45
2,4.89,105.2
3,4.39,109.37
4,4.22,101.33
5,4.39,112.38
6,4.89,174.39
7,5.68,146.46
8,6.72,145.15
9,7.93,151.63
10,9.22,129.04
11,10.51,127.05
12,11.72,106.01
13,12.76,112.48
14,13.55,117.4
15,14.05,116.12
16,14.22,99.95
17,14.05,159.8
18,13.55,167.14
19,12.76,194.07
20,11.72,174.43
21,10.51,191.55
22,9.22,174.4
23,7.93,126.01
0,28.79,82.56
1,27.75,95.48
2,26.96,81.54
3,26.46,88.57
4,26.29,80.09
5,26.46,68.05
6,26.96,142.82
7,27.75,163.34
8,28.79,154.47
9,29.99,167.33
10,31.29,147.59
11,32.58,142.54
12,33.79,152.78
13,34.82,149.81
14,35.62,164.68
15,36.12,165.64
16,36.29,179.81
17,36.12,236.79
18,35.62,216.32
19,34.82,226.49
20,33.79,226.36
21,32.58,195.89
22,31.29,190.49
23,29.99,142.32
0,13.45,95.56
1,12.42,89.84
2,11.62,95.67
3,11.12,95.46
4,10.95,106.1
5,11.12,101.47
6,11.62,134.27
7,12.42,133.76
8,13.45,151.47
9,14.66,123.44
10,15.95,106.26
11,17.25,104.36
12,18.45,103.13
13,19.49,103.46
14,20.28,107.88
15,20.78,99.91
16,20.95,118.04
17,20.78,158.76
18,20.28,168.95
19,19.49,159.21
20,18.45,165.53
21,17.25,171.38
22,15.95,180.23
23,14.66,97.53
0,27.22,62.84
1,26.19,80.06
2,25.39,83.15
3,24.89,90.88
4,24.72,54.01
5,24.89,65.84
6,25.39,138.22
7,26.19,149.9
8,27.22,135.89
9,28.43,143.78
10,29.72,122.78
11,31.02,146.96
12,32.22,155.26
13,33.26,151.29
14,34.05,158.05
15,34.55,163.13
16,34.72,151.56
17,34.55,211.32
18,34.05,200.63
19,33.26,209.79
20,32.22,203.53
21,31.02,197.17
22,29.72,188.47
23,28.43,122.4
0,17.44,73.0
1,16.41,55.48
2,15.61,60.47
3,15.11,62.48
4,14.94,85.07
5,15.11,66.69
6,15.61,127.76
7,16.41,129.61
8,17.44,122.74
9,18.65,140.76
10,19.94,112.95
11,21.24,100.71
12,22.44,121.27
13,23.48,99.79
14,24.27,108.49
15,24.77,105.62
16,24.94,102.36
17,24.77,161.69
18,24.27,167.26
19,23.48,177.7
20,22.44,166.04
21,21.24,166.34
22,19.94,176.57
23,18.65,105.88
0,8.54,109.12
1,7.5,96.92
2,6.71,91.76
3,6.21,100.34
4,6.04,85.46
5,6.21,109.56
6,6.71,156.42
7,7.5,161.27
8,8.54,150.83
9,9.74,139.67
10,11.04,112.97
11,12.33,115.89
12,13.54,104.44
13,14.57,112.3
14,15.37,107.94
15,15.86,122.57
16,16.04,110.27
17,15.86,164.3
18,15.37,156.23
19,14.57,162.1
20,13.54,155.9
21,12.33,182.72
22,11.04,202.73
23,9.74,131.39
0,12.28,83.23
1,11.24,99.58
2,10.45,99.12
3,9.95,99.84
4,9.78,104.77
5,9.95,87.11
6,10.45,146.38
7,11.24,136.49
8,12.28,134.37
9,13.48,140.87
10,14.78,102.6
11,16.07,112.99
12,17.28,102.81
13,18.31,112.39
14,19.11,104.72
15,19.61,113.1
16,19.78,111.64
17,19.61,154.93
18,19.11,164.85
19,18.31,149.47
20,17.28,154.59
21,16.07,173.1
22,14.78,163.95
23,13.48,119.72
0,13.56,94.72
1,12.52,74.04
2,11.73,72.96
3,11.23,92.32
4,11.06,71.85
5,11.23,75.55
6,11.73,135.92
7,12.52,134.44
8,13.56,128.24
9,14.76,133.12
10,16.06,115.37
11,17.35,104.68
12,18.56,116.49
13,19.59,103.41
14,20.39,111.5
15,20.89,109.64
16,21.06,124.71
17,20.89,158.24
18,20.39,178.0
19,19.59,166.55
20,18.56,177.93
21,17.35,179.11
22,16.06,150.31
23,14.76,105.32
0,18.61,88.24
1,17.57,71.79
2,16.78,72.52
3,16.28,70.39
4,16.11,76.83
5,16.28,87.5
6,16.78,125.21
7,17.57,127.22
8,18.61,131.85
9,19.81,126.5
10,21.11,115.81
11,22.4,112.62
12,23.61,98.95
13,24.64,99.78
14,25.44,107.62
15,25.94,106.78
16,26.11,107.07
17,25.94,168.02
18,25.44,155.19
19,24.64,165.31
20,23.61,170.32
21,22.4,181.5
22,21.11,146.09
23,19.81,97.33
0,11.18,91.2
1,10.14,87.41
2,9.35,92.29
3,8.85,89.81
4,8.68,78.93
5,8.85,102.88
6,9.35,154.91
7,10.14,158.34
8,11.18,139.89
9,12.38,131.2
10,13.68,115.14
11,14.97,114.07
12,16.18,111.78
13,17.21,105.11
14,18.01,121.07
15,18.5,102.26
16,18.68,100.07
17,18.5,163.11
18,18.01,164.57
19,17.21,156.26
20,16.18,173.91
21,14.97,165.5
22,13.68,161.62
23,12.38,118.76
0,7.97,105.56
1,6.93,97.65
2,6.14,116.06
3,5.64,105.14
4,5.47,103.65
5,5.64,104.53
6,6.14,164.13
7,6.93,148.13
8,7.97,154.24
9,9.18,141.68
10,10.47,131.43
11,11.76,121.46
12,12.97,117.37
13,14.01,112.15
14,14.8,102.04
15,15.3,114.39
16,15.47,116.72
17,15.3,162.97
18,14.8,156.64
19,14.01,159.74
20,12.97,182.16
21,11.76,189.96
22,10.47,168.79
23,9.18,126.98
0,14.78,90.3
1,13.75,66.46
2,12.95,80.81
3,12.45,75.59
4,12.28,92.77
5,12.45,75.05
6,12.95,121.84
7,13.75,109.05
8,14.78,136.96
9,15.99,117.19
10,17.28,95.39
11,18.58,105.55
12,19.78,96.84
13,20.82,110.22
14,21.61,110.9
15,22.11,96.12
16,22.28,109.98
17,22.11,156.95
18,21.61,188.77
19,20.82,168.58
20,19.78,174.82
21,18.58,180.04
22,17.28,164.98
23,15.99,104.87
0,23.53,63.44
1,22.5,76.52
2,21.7,63.81
3,21.2,67.54
4,21.03,55.43
5,21.2,67.7
6,21.7,130.91
7,22.5,135.35
8,23.53,129.87
9,24.74,131.73
10,26.03,110.34
11,27.33,133.66
12,28.53,122.53
13,29.57,133.09
14,30.36,138.72
15,30.86,147.5
16,31.03,142.62
17,30.86,184.06
18,30.36,194.38
19,29.57,204.42
20,28.53,186.83
21,27.33,173.98
22,26.03,151.69
23,24.74,107.2
0,16.43,77.65
1,15.39,66.0
2,14.6,78.7
3,14.1,98.84
4,13.93,70.2
5,14.1,80.59
6,14.6,127.77
7,15.39,124.55
8,16.43,126.14
9,17.63,131.18
10,18.93,108.23
11,20.22,114.86
12,21.43,107.89
13,22.46,110.84
14,23.26,106.01
15,23.76,100.93
16,23.93,113.9
17,23.76,178.29
18,23.26,172.69
19,22.46,168.77
20,21.43,144.76
21,20.22,162.24
22,18.93,150.19
23,17.63,99.7
0,6.87,88.45
1,5.83,90.77
2,5.04,122.25
3,4.54,117.49
4,4.37,116.75
5,4.54,107.39
6,5.04,163.33
7,5.83,164.67
8,6.87,155.47
9,8.07,152.02
10,9.37,124.92
11,10.66,112.87
12,11.87,102.5
13,12.9,111.41
14,13.7,116.86
15,14.2,95.97
16,14.37,102.11
17,14.2,156.95
18,13.7,172.2
19,12.9,178.61
